file,AVG_LOG_LEN,CODE_CHURN,FCOC,LEVELD,LOC,LOGADD,LOGD,LOGDEL,LOG_CODE_OWNERSHIP,LOG_SPREAD,NUM_LOGS,TPC,post_defect_count,post_defects,pre_defect_count,pre_defects
src/test/testjar/ClassWordCount.java,0,0,0,0,60,0,0.0,0,0,0,0,0,0,[],0,[]
src/test/testjar/ExternalMapperReducer.java,0,0,0,0,73,0,0.0,0,0,0.0,0,0,0,[],0,[]
src/test/testjar/ExternalWritable.java,0,0,0,0,86,0,0.0,0,0,0.0,0,0,0,[],0,[]
src/test/testshell/ExternalMapReduce.java,0,105,0.0,0,127,0.0,0.0,0.0,0.0,0.0,0,2,1,['HADOOP-3570'],2,"['HADOOP-3417', 'HADOOP-3743']"
src/contrib/fuse-dfs/src/test/TestFuseDFS.java,0,390,0.0,0,344,0.0,0.0,0.0,0.0,0.0,0,4,3,"['HADOOP-4106', 'HADOOP-4319', 'HADOOP-4399']",4,"['HADOOP-3485', 'HADOOP-3661', 'HADOOP-3796', 'HADOOP-3805']"
src/core/org/apache/hadoop/HadoopVersionAnnotation.java,0,0,0,0,56,0,0.0,0,0,0,0,0,0,[],0,[]
src/ant/org/apache/hadoop/ant/DfsTask.java,0,2,0.0,0,203,0.0,0.0,0.0,0.0,0.0,0,1,0,[],1,['HADOOP-3792']
src/core/org/apache/hadoop/conf/Configurable.java,0,0,0,0,29,0,0.0,0,0,0,0,0,0,[],0,[]
src/core/org/apache/hadoop/conf/Configuration.java,19.8,49,0.0,3.5625,1076,0.0,0.01486988847583643,0.0,0.0,0.16666666666666666,16,2,5,"['HADOOP-3702', 'HADOOP-3854', 'HADOOP-4178', 'HADOOP-4253', 'HADOOP-4293']",2,"['HADOOP-3479', 'HADOOP-3951']"
src/core/org/apache/hadoop/conf/Configured.java,0,0,0,0,46,0,0.0,0,0,0.0,0,0,0,[],0,[]
src/core/org/apache/hadoop/filecache/DistributedCache.java,15.666666666666666,0,0,4,813,0,0.0036900369003690036,0,0,1.0,3,0,2,"['HADOOP-4184', 'HADOOP-4650']",0,[]
src/core/org/apache/hadoop/fs/BlockLocation.java,0,0,0,0,192,0,0.0,0,0,0.0,0,0,1,['HADOOP-4567'],0,[]
src/core/org/apache/hadoop/fs/BufferedFSInputStream.java,0,0,0,0,96,0,0.0,0,0,0,0,0,0,[],0,[]
src/core/org/apache/hadoop/fs/ChecksumException.java,0,0,0,0,34,0,0.0,0,0,0.0,0,0,0,[],0,[]
src/core/org/apache/hadoop/fs/ChecksumFileSystem.java,31,2,0.0,4,541,0.0,0.0018484288354898336,0.0,0.0,0.1,1,1,2,"['HADOOP-4253', 'HADOOP-4326']",1,['HADOOP-3951']
src/core/org/apache/hadoop/fs/ContentSummary.java,0,0,0,0,141,0,0.0,0,0,0.0,0,0,1,['HADOOP-3938'],0,[]
src/core/org/apache/hadoop/fs/DF.java,0,0,0,0,136,0,0.0,0,0,0.0,0,0,0,[],0,[]
src/core/org/apache/hadoop/fs/DU.java,36,0,0,4,198,0,0.005050505050505051,0,0,0.14285714285714285,1,0,0,[],0,[]
src/core/org/apache/hadoop/fs/FSDataInputStream.java,0,0,0,0,62,0,0.0,0,0,0,0,0,0,[],0,[]
src/core/org/apache/hadoop/fs/FSDataOutputStream.java,0,0,0,0,93,0,0.0,0,0,0.0,0,0,0,[],0,[]
src/core/org/apache/hadoop/fs/FSError.java,0,0,0,0,27,0,0.0,0,0,0,0,0,0,[],0,[]
src/core/org/apache/hadoop/fs/FSInputChecker.java,24,10,0.0,3,432,0.5,0.0023148148148148147,0.5,0.5,0.0,1,2,2,"['HADOOP-4217', 'HADOOP-4277']",2,"['HADOOP-1700', 'HADOOP-3951']"
src/core/org/apache/hadoop/fs/FSInputStream.java,0,0,0,0,78,0,0.0,0,0,0,0,0,0,[],0,[]
src/core/org/apache/hadoop/fs/FSOutputSummer.java,0,45,0.0,0,176,0.0,0.0,0.0,0.0,0,0,1,0,[],1,['HADOOP-1700']
src/core/org/apache/hadoop/fs/FileStatus.java,0,0,0,0,240,0,0.0,0,0,0.0,0,0,1,['HADOOP-1869'],0,[]
src/core/org/apache/hadoop/fs/FileSystem.java,23.571428571428573,59,0.0,3.4285714285714284,1495,0.0,0.0046822742474916385,0.0,0.0,0.16666666666666666,7,5,8,"['HADOOP-1869', 'HADOOP-3498', 'HADOOP-3785', 'HADOOP-3941', 'HADOOP-3981', 'HADOOP-4023', 'HADOOP-4184', 'HADOOP-4188']",5,"['HADOOP-2885', 'HADOOP-3467', 'HADOOP-3664', 'HADOOP-3762', 'HADOOP-3951']"
src/core/org/apache/hadoop/fs/FileUtil.java,0,240,0.0,0,708,0.0,0.0,0.0,0.0,0.0,0,3,3,"['HADOOP-3592', 'HADOOP-4014', 'HADOOP-4410']",2,"['HADOOP-3202', 'HADOOP-3592']"
src/core/org/apache/hadoop/fs/FilterFileSystem.java,0,15,0.0,0,271,0.0,0.0,0.0,0.0,0.0,0,1,2,"['HADOOP-3941', 'HADOOP-4188']",1,['HADOOP-3664']
src/core/org/apache/hadoop/fs/FsShell.java,0,27,0.0,0,1876,0.0,0.0,0.0,0.0,0.0,0,5,3,"['HADOOP-3121', 'HADOOP-4335', 'HADOOP-4435']",5,"['HADOOP-2885', 'HADOOP-3664', 'HADOOP-3791', 'HADOOP-3792', 'HADOOP-3962']"
src/core/org/apache/hadoop/fs/FsShellPermissions.java,0,0,0,0,291,0,0.0,0,0,0.0,0,0,0,[],0,[]
src/core/org/apache/hadoop/fs/FsUrlConnection.java,0,0,0,0,61,0,0.0,0,0,0,0,0,0,[],0,[]
src/core/org/apache/hadoop/fs/FsUrlStreamHandler.java,0,0,0,0,47,0,0.0,0,0,0,0,0,0,[],0,[]
src/core/org/apache/hadoop/fs/FsUrlStreamHandlerFactory.java,0,0,0,0,78,0,0.0,0,0,0,0,0,0,[],0,[]
src/core/org/apache/hadoop/fs/HarFileSystem.java,13,40,0.0,5,893,0.0,0.0011198208286674132,0.0,0.0,0.0625,1,2,2,"['HADOOP-1869', 'HADOOP-4186']",2,"['HADOOP-3580', 'HADOOP-3588']"
src/core/org/apache/hadoop/fs/InMemoryFileSystem.java,32,0,0,3,446,0,0.002242152466367713,0,0,0.0625,1,0,0,[],0,[]
src/core/org/apache/hadoop/fs/LocalDirAllocator.java,17,54,0.0,4,410,0.0,0.00975609756097561,0.0,0.0,0.5,4,2,0,[],1,['HADOOP-3951']
src/core/org/apache/hadoop/fs/LocalFileSystem.java,19,0,0,4,105,0,0.01904761904761905,0,0,0.5,2,0,1,['HADOOP-3514'],0,[]
src/core/org/apache/hadoop/fs/Path.java,0,0,0,0,298,0,0.0,0,0,0.0,0,0,0,[],0,[]
src/core/org/apache/hadoop/fs/PathFilter.java,0,0,0,0,32,0,0.0,0,0,0,0,0,0,[],0,[]
src/core/org/apache/hadoop/fs/PositionedReadable.java,0,0,0,0,47,0,0.0,0,0,0,0,0,0,[],0,[]
src/core/org/apache/hadoop/fs/RawLocalFileSystem.java,0,0,0,0,543,0,0.0,0,0,0.0,0,0,1,['HADOOP-4253'],0,[]
src/core/org/apache/hadoop/fs/Seekable.java,0,0,0,0,41,0,0.0,0,0,0,0,0,0,[],0,[]
src/core/org/apache/hadoop/fs/ShellCommand.java,0,0,0,0,25,0,0.0,0,0,0,0,0,1,['HADOOP-4227'],0,[]
src/core/org/apache/hadoop/fs/Syncable.java,0,2,0.0,0,30,0.0,0.0,0.0,0.0,0,0,1,0,[],1,['HADOOP-2885']
src/core/org/apache/hadoop/fs/Trash.java,27.555555555555557,11,0.0,3.7777777777777777,272,0.0,0.03308823529411765,0.0,0.0,0.3333333333333333,9,2,0,[],2,"['HADOOP-3561', 'HADOOP-3951']"
src/core/org/apache/hadoop/http/HttpServer.java,0,256,0.0,0,256,0.0,0.0,0.0,0.0,0.0,0,1,4,"['HADOOP-3854', 'HADOOP-4282', 'HADOOP-4284', 'HADOOP-4453']",1,['HADOOP-3824']
src/core/org/apache/hadoop/io/AbstractMapWritable.java,0,6,0.0,0,209,0.0,0.0,0.0,0.0,0.0,0,1,0,[],1,['HADOOP-3791']
src/core/org/apache/hadoop/io/ArrayFile.java,0,4,0.0,0,94,0.0,0.0,0.0,0.0,0,0,1,0,[],1,['HADOOP-3791']
src/core/org/apache/hadoop/io/ArrayWritable.java,0,6,0.0,0,103,0.0,0.0,0.0,0.0,0.0,0,1,0,[],1,['HADOOP-3791']
src/core/org/apache/hadoop/io/BooleanWritable.java,0,0,0,0,113,0,0.0,0,0,0.0,0,0,0,[],0,[]
src/core/org/apache/hadoop/io/ByteWritable.java,0,0,0,0,87,0,0.0,0,0,0.0,0,0,0,[],0,[]
src/core/org/apache/hadoop/io/BytesWritable.java,0,0,0,0,206,0,0.0,0,0,0.0,0,0,1,['HADOOP-4151'],0,[]
src/core/org/apache/hadoop/io/Closeable.java,0,0,0,0,24,0,0.0,0,0,0,0,0,0,[],0,[]
src/core/org/apache/hadoop/io/CompressedWritable.java,0,1,0.0,0,86,0.0,0.0,0.0,0.0,0.0,0,1,0,[],1,['HADOOP-3737']
src/core/org/apache/hadoop/io/DataInputBuffer.java,0,0,0,0,91,0,0.0,0,0,0.0,0,0,0,[],0,[]
src/core/org/apache/hadoop/io/DataOutputBuffer.java,0,6,0.0,0,108,0.0,0.0,0.0,0.0,0.0,0,1,0,[],1,['HADOOP-3905']
src/core/org/apache/hadoop/io/DefaultStringifier.java,0,0,0,0,199,0,0.0,0,0,0,0,0,0,[],0,[]
src/core/org/apache/hadoop/io/DoubleWritable.java,0,0,0,0,95,0,0.0,0,0,0.0,0,0,0,[],0,[]
src/core/org/apache/hadoop/io/FloatWritable.java,0,0,0,0,87,0,0.0,0,0,0.0,0,0,0,[],0,[]
src/core/org/apache/hadoop/io/GenericWritable.java,0,2,0.0,0,152,0.0,0.0,0.0,0.0,0.0,0,1,0,[],1,['HADOOP-3791']
