file,AVG_LOG_LEN,CODE_CHURN,FCOC,LEVELD,LOC,LOGADD,LOGD,LOGDEL,LOG_CODE_OWNERSHIP,LOG_SPREAD,NUM_LOGS,TPC,post_defect_count,post_defects,pre_defect_count,pre_defects
src/test/testjar/ClassWordCount.java,0,0,0,0,60,0,0.0,0,0,0,0,0,0,[],0,[]
src/test/testjar/ExternalMapperReducer.java,0,0,0,0,73,0,0.0,0,0,0.0,0,0,0,[],0,[]
src/test/testjar/ExternalWritable.java,0,0,0,0,86,0,0.0,0,0,0.0,0,0,0,[],0,[]
src/test/testshell/ExternalMapReduce.java,0,518,0.0,0,112,0.0,0.0,0.0,0.0,0.0,0,5,2,"['HADOOP-3417', 'HADOOP-3743']",4,"['HADOOP-1622', 'HADOOP-3041', 'HADOOP-3162', 'HADOOP-3183']"
src/java/org/apache/hadoop/HadoopVersionAnnotation.java,0,0,0,0,56,0,0.0,0,0,0,0,0,1,['HADOOP-2916'],0,[]
src/ant/org/apache/hadoop/ant/DfsTask.java,0,0,0,0,203,0,0.0,0,0,0.0,0,0,1,['HADOOP-3792'],0,[]
src/examples/org/apache/hadoop/examples/AggregateWordCount.java,0,0,0,0,77,0,0.0,0,0,0,0,0,0,[],0,[]
src/examples/org/apache/hadoop/examples/AggregateWordHistogram.java,0,0,0,0,81,0,0.0,0,0,0,0,0,0,[],0,[]
src/examples/org/apache/hadoop/examples/ExampleDriver.java,0,1,0.0,0,60,0.0,0.0,0.0,0.0,0,0,1,1,['HADOOP-3402'],1,['HADOOP-3174']
src/examples/org/apache/hadoop/examples/Grep.java,0,10,0.0,0,97,0.0,0.0,0.0,0.0,0,0,3,0,[],2,"['HADOOP-3041', 'HADOOP-3162']"
src/examples/org/apache/hadoop/examples/Join.java,0,13,0.0,0,167,0.0,0.0,0.0,0.0,0,0,2,0,[],2,"['HADOOP-2817', 'HADOOP-3041']"
src/examples/org/apache/hadoop/examples/MultiFileWordCount.java,0,269,0.0,0,267,0.0,0.0,0.0,0.0,0.0,0,2,0,[],2,"['HADOOP-3162', 'HADOOP-3174']"
src/examples/org/apache/hadoop/examples/PiEstimator.java,0,12,0.0,0,256,0.0,0.0,0.0,0.0,0.0,0,4,0,[],3,"['HADOOP-2902', 'HADOOP-3041', 'HADOOP-3162']"
src/examples/org/apache/hadoop/examples/RandomTextWriter.java,0,3,0.0,0,758,0.0,0.0,0.0,0.0,0.0,0,1,1,['HADOOP-3774'],1,['HADOOP-3041']
src/examples/org/apache/hadoop/examples/RandomWriter.java,0,12,0.0,0,291,0.0,0.0,0.0,0.0,0.0,0,4,1,['HADOOP-3664'],2,"['HADOOP-2027', 'HADOOP-3041']"
src/examples/org/apache/hadoop/examples/SleepJob.java,0,5,0.0,0,199,0.0,0.0,0.0,0.0,0.0,0,2,2,"['HADOOP-3664', 'HADOOP-3728']",1,['HADOOP-3162']
src/examples/org/apache/hadoop/examples/Sort.java,0,13,0.0,0,162,0.0,0.0,0.0,0.0,0,0,4,0,[],2,"['HADOOP-3041', 'HADOOP-3162']"
src/examples/org/apache/hadoop/examples/WordCount.java,0,6,0.0,0,159,0.0,0.0,0.0,0.0,0,0,2,0,[],2,"['HADOOP-3041', 'HADOOP-3162']"
src/java/org/apache/hadoop/conf/Configurable.java,0,0,0,0,29,0,0.0,0,0,0,0,0,1,['HADOOP-2916'],0,[]
src/java/org/apache/hadoop/conf/Configuration.java,18,118,0.0,3.533333333333333,1048,0.0,0.01431297709923664,0.0,0.0,0.13333333333333333,15,5,2,"['HADOOP-2916', 'HADOOP-3259']",5,"['HADOOP-2461', 'HADOOP-2585', 'HADOOP-2828', 'HADOOP-3093', 'HADOOP-3355']"
src/java/org/apache/hadoop/conf/Configured.java,0,0,0,0,46,0,0.0,0,0,0.0,0,0,1,['HADOOP-2916'],0,[]
src/java/org/apache/hadoop/dfs/AlreadyBeingCreatedException.java,0,0,0,0,31,0,0.0,0,0,0,0,0,1,['HADOOP-2916'],0,[]
src/java/org/apache/hadoop/dfs/Balancer.java,15.363636363636363,37,0.0,3.25,1522,0.0,0.010512483574244415,0.0,0.0,0.19230769230769232,16,5,1,['HADOOP-2916'],4,"['HADOOP-2656', 'HADOOP-2716', 'HADOOP-2758', 'HADOOP-2902']"
src/java/org/apache/hadoop/dfs/Block.java,0,37,0.0,0,177,0.0,0.0,0.0,0.0,0.0,0,1,2,"['HADOOP-2916', 'HADOOP-3310']",1,['HADOOP-2656']
src/java/org/apache/hadoop/dfs/BlockCommand.java,0,71,0.0,0,175,0.0,0.0,0.0,0.0,0.0,0,2,2,"['HADOOP-2916', 'HADOOP-3310']",2,"['HADOOP-3176', 'HADOOP-3270']"
src/java/org/apache/hadoop/dfs/BlockListAsLongs.java,0,19,0.0,0,127,0.0,0.0,0.0,0.0,0,0,1,1,['HADOOP-2916'],1,['HADOOP-2656']
src/java/org/apache/hadoop/dfs/BlockMetaDataInfo.java,0,76,0.0,0,66,0.0,0.0,0.0,0.0,0.0,0,2,2,"['HADOOP-2916', 'HADOOP-3310']",2,"['HADOOP-2656', 'HADOOP-3283']"
src/java/org/apache/hadoop/dfs/BlockMetadataHeader.java,0,129,0.0,0,129,0.0,0.0,0.0,0.0,0,0,1,1,['HADOOP-2916'],1,['HADOOP-2656']
src/java/org/apache/hadoop/dfs/BlocksMap.java,0,12,0.0,0,392,0.0,0.0,0.0,0.0,0.0,0,3,3,"['HADOOP-2916', 'HADOOP-3310', 'HADOOP-3503']",3,"['HADOOP-2065', 'HADOOP-3272', 'HADOOP-3369']"
src/java/org/apache/hadoop/dfs/BlocksWithLocations.java,0,0,0,0,116,0,0.0,0,0,0,0,0,1,['HADOOP-2916'],0,[]
src/java/org/apache/hadoop/dfs/CheckpointSignature.java,0,116,0.0,0,116,0.0,0.0,0.0,0.0,0.0,0,1,1,['HADOOP-2916'],1,['HADOOP-2585']
src/java/org/apache/hadoop/dfs/ChecksumDistributedFileSystem.java,0,7,0.0,0,126,0.0,0.0,0.0,0.0,0.0,0,1,1,['HADOOP-2916'],1,['HADOOP-2928']
src/java/org/apache/hadoop/dfs/ClientProtocol.java,0,156,0.0,0,420,0.0,0.0,0.0,0.0,0,0,15,2,"['HADOOP-2916', 'HADOOP-3187']",13,"['HADOOP-2065', 'HADOOP-2219', 'HADOOP-2345', 'HADOOP-2470', 'HADOOP-2585', 'HADOOP-2634', 'HADOOP-2656', 'HADOOP-2703', 'HADOOP-2891', 'HADOOP-3160', 'HADOOP-3239', 'HADOOP-3283', 'HADOOP-3390']"
src/java/org/apache/hadoop/dfs/CorruptReplicasMap.java,0,122,0.0,0,122,0.0,0.0,0.0,0.0,0.0,0,1,2,"['HADOOP-2916', 'HADOOP-3193']",1,['HADOOP-2065']
src/java/org/apache/hadoop/dfs/DFSAdmin.java,0,0,0,0,481,0,0.0,0,0,0.0,0,0,2,"['HADOOP-2916', 'HADOOP-3187']",0,[]
src/java/org/apache/hadoop/dfs/DFSClient.java,26.62162162162162,1273,0.0,2.871794871794872,2675,0.17647058823529413,0.014579439252336448,0.23529411764705882,0.25,0.625,39,34,7,"['HADOOP-2669', 'HADOOP-2916', 'HADOOP-3035', 'HADOOP-3177', 'HADOOP-3187', 'HADOOP-3310', 'HADOOP-3339']",31,"['HADOOP-1702', 'HADOOP-1911', 'HADOOP-2027', 'HADOOP-2063', 'HADOOP-2188', 'HADOOP-2219', 'HADOOP-2346', 'HADOOP-2470', 'HADOOP-2634', 'HADOOP-2656', 'HADOOP-2657', 'HADOOP-2756', 'HADOOP-2758', 'HADOOP-2832', 'HADOOP-2833', 'HADOOP-2841', 'HADOOP-2870', 'HADOOP-2891', 'HADOOP-2902', 'HADOOP-2905', 'HADOOP-2931', 'HADOOP-2994', 'HADOOP-3001', 'HADOOP-3039', 'HADOOP-3067', 'HADOOP-3073', 'HADOOP-3146', 'HADOOP-3160', 'HADOOP-3176', 'HADOOP-3239', 'HADOOP-3317']"
src/java/org/apache/hadoop/dfs/DFSFileInfo.java,0,2,0.0,0,81,0.0,0.0,0.0,0.0,0.0,0,1,1,['HADOOP-2916'],1,['HADOOP-2219']
src/java/org/apache/hadoop/dfs/DFSck.java,0,21,0.0,0,134,0.0,0.0,0.0,0.0,0,0,2,2,"['HADOOP-2916', 'HADOOP-3452']",2,"['HADOOP-1979', 'HADOOP-2703']"
src/java/org/apache/hadoop/dfs/DataBlockScanner.java,30.75,24,0.0,3.5384615384615383,935,0.0,0.013903743315508022,0.0,0.0,0.4666666666666667,13,4,1,['HADOOP-2916'],4,"['HADOOP-2656', 'HADOOP-2785', 'HADOOP-3164', 'HADOOP-3283']"
src/java/org/apache/hadoop/dfs/DataChecksum.java,0,4,0.0,0,248,0.0,0.0,0.0,0.0,0.0,0,1,1,['HADOOP-2916'],1,['HADOOP-2656']
src/java/org/apache/hadoop/dfs/DataNode.java,25.11111111111111,1647,0.0,3.186046511627907,3032,0.6,0.02836411609498681,0.72,0.42857142857142855,0.75,86,25,8,"['HADOOP-2916', 'HADOOP-3035', 'HADOOP-3113', 'HADOOP-3310', 'HADOOP-3339', 'HADOOP-3340', 'HADOOP-3448', 'HADOOP-3503']",25,"['HADOOP-1702', 'HADOOP-1985', 'HADOOP-2239', 'HADOOP-2346', 'HADOOP-2606', 'HADOOP-2656', 'HADOOP-2657', 'HADOOP-2758', 'HADOOP-2797', 'HADOOP-2814', 'HADOOP-2832', 'HADOOP-2870', 'HADOOP-2883', 'HADOOP-2902', 'HADOOP-2955', 'HADOOP-3006', 'HADOOP-3007', 'HADOOP-3029', 'HADOOP-3033', 'HADOOP-3050', 'HADOOP-3124', 'HADOOP-3164', 'HADOOP-3283', 'HADOOP-3317', 'HADOOP-3393']"
src/java/org/apache/hadoop/dfs/DataStorage.java,21.5,80,0.0,3.2,404,3.0,0.024752475247524754,0.0,1.0,0.3333333333333333,10,1,1,['HADOOP-2916'],1,['HADOOP-2797']
